,anger,fear,joy,sadness,analytical,confident,tentative
99,0.0,0.0,0.754717,0.0,0.0,0.0,0.958239
100,0.0,0.0,0.0,0.0,0.716664,0.0,0.0
101,0.0,0.617229,0.612987,0.662258,0.0,0.0,0.0
102,0.0,0.0,0.0,0.632478,0.0,0.0,0.878659
103,0.0,0.0,0.0,0.685146,0.0,0.0,0.0
104,0.0,0.0,0.0,0.500955,0.0,0.0,0.0
105,0.0,0.0,0.0,0.0,0.0,0.624531,0.0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,0.0,0.0,0.0,0.644699,0.0,0.0,0.907113
108,0.0,0.0,0.0,0.0,0.0,0.857526,0.0
109,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,0.0,0.0,0.803834,0.0,0.0,0.0,0.609779
111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,0.0,0.0,0.0,0.0,0.832317,0.0,0.946706
113,0.0,0.0,0.0,0.0,0.0,0.0,0.0
114,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,0.0,0.0,0.0,0.0,0.753576,0.0,0.0
116,0.0,0.0,0.0,0.0,0.0,0.0,0.0
117,0.54041,0.0,0.0,0.679965,0.0,0.0,0.696709
118,0.0,0.817486,0.0,0.0,0.0,0.0,0.698156
119,0.0,0.0,0.0,0.660989,0.843583,0.0,0.792589
120,0.0,0.592437,0.0,0.0,0.0,0.0,0.946497
121,0.0,0.0,0.58184,0.0,0.0,0.0,0.50317
122,0.0,0.0,0.804869,0.0,0.0,0.0,0.0
123,0.549693,0.0,0.0,0.685953,0.0,0.0,0.0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,0.0,0.0,0.0,0.559097,0.0,0.0,0.0
126,0.0,0.0,0.0,0.0,0.627222,0.586701,0.0
127,0.0,0.0,0.0,0.0,0.0,0.0,0.0
128,0.0,0.0,0.0,0.0,0.0,0.0,0.0
129,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,0.0,0.0,0.754717,0.0,0.0,0.0,0.958239
132,0.0,0.0,0.0,0.0,0.0,0.0,0.0
133,0.0,0.0,0.614147,0.0,0.0,0.0,0.0
134,0.0,0.0,0.503611,0.0,0.0,0.0,0.0
135,0.0,0.0,0.568214,0.0,0.0,0.0,0.852741
136,0.0,0.0,0.0,0.0,0.0,0.0,0.884581
137,0.0,0.0,0.0,0.773223,0.0,0.0,0.0
138,0.0,0.0,0.551566,0.0,0.0,0.0,0.783985
139,0.0,0.0,0.794312,0.0,0.0,0.0,0.926055
140,0.0,0.0,0.0,0.671018,0.713875,0.0,0.878644
141,0.0,0.0,0.0,0.0,0.0,0.0,0.0
142,0.0,0.0,0.786352,0.0,0.756719,0.524778,0.0
143,0.0,0.551499,0.0,0.567139,0.588597,0.0,0.0
144,0.0,0.0,0.0,0.0,0.54916,0.0,0.755488
145,0.0,0.509336,0.715334,0.729749,0.0,0.0,0.0
146,0.0,0.0,0.575474,0.0,0.0,0.633371,0.0
147,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,0.0,0.0,0.0,0.625848,0.0,0.95878,0.0
149,0.0,0.0,0.0,0.0,0.0,0.0,0.0
150,0.0,0.0,0.0,0.658804,0.0,0.0,0.594917
151,0.0,0.0,0.586501,0.644548,0.0,0.698414,0.0
152,0.0,0.0,0.565152,0.0,0.0,0.0,0.0
153,0.0,0.0,0.805912,0.0,0.0,0.927002,0.0
154,0.684873,0.0,0.605214,0.0,0.0,0.0,0.0
155,0.0,0.0,0.0,0.0,0.795772,0.0,0.0
156,0.0,0.0,0.0,0.643466,0.0,0.0,0.736358
157,0.642462,0.0,0.539737,0.0,0.0,0.536781,0.0
158,0.0,0.0,0.598722,0.538448,0.0,0.0,0.0
159,0.0,0.0,0.0,0.0,0.0,0.0,0.0
160,0.0,0.0,0.60743,0.0,0.698266,0.0,0.0
161,0.0,0.0,0.0,0.0,0.0,0.60752,0.0
162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
163,0.0,0.0,0.0,0.0,0.0,0.0,0.915789
164,0.0,0.0,0.654705,0.596266,0.0,0.691959,0.0
165,0.0,0.0,0.779978,0.0,0.0,0.0,0.660659
166,0.0,0.0,0.0,0.618906,0.0,0.0,0.60927
167,0.542627,0.0,0.0,0.0,0.0,0.0,0.0
168,0.0,0.0,0.0,0.0,0.0,0.0,0.980717
169,0.0,0.0,0.550804,0.0,0.0,0.0,0.0
170,0.576443,0.673861,0.0,0.691833,0.0,0.0,0.589859
171,0.0,0.0,0.536948,0.0,0.562529,0.0,0.77101
172,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173,0.0,0.0,0.0,0.916667,0.0,0.0,0.908973
174,0.0,0.0,0.0,0.0,0.0,0.0,0.0
175,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176,0.0,0.0,0.667594,0.0,0.0,0.0,0.0
177,0.0,0.0,0.0,0.819222,0.0,0.0,0.0
178,0.0,0.0,0.62667,0.0,0.0,0.0,0.0
179,0.0,0.0,0.584601,0.0,0.0,0.0,0.550755
180,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181,0.0,0.0,0.0,0.0,0.711359,0.0,0.0
182,0.0,0.0,0.0,0.517523,0.0,0.0,0.0
183,0.0,0.0,0.0,0.0,0.0,0.0,0.0
184,0.0,0.0,0.0,0.0,0.0,0.0,0.0
185,0.0,0.0,0.741165,0.0,0.0,0.513071,0.0
186,0.512036,0.0,0.608938,0.0,0.0,0.0,0.956157
187,0.501395,0.0,0.0,0.550847,0.0,0.0,0.0
188,0.0,0.0,0.0,0.580547,0.642754,0.0,0.853466
189,0.65588,0.0,0.555038,0.523797,0.0,0.0,0.71572
190,0.567709,0.0,0.0,0.0,0.0,0.0,0.0
191,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193,0.0,0.0,0.0,0.0,0.0,0.0,0.943579
194,0.0,0.0,0.619896,0.53351,0.0,0.0,0.656558
195,0.0,0.509879,0.0,0.525559,0.0,0.0,0.0
196,0.0,0.0,0.0,0.0,0.0,0.0,0.84639
197,0.565616,0.0,0.0,0.0,0.0,0.0,0.583055
198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
199,0.0,0.0,0.0,0.551023,0.534767,0.0,0.0
200,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201,0.0,0.0,0.598722,0.538448,0.0,0.0,0.0
202,0.0,0.0,0.0,0.650369,0.895536,0.0,0.952443
203,0.0,0.0,0.0,0.811411,0.0,0.732995,0.0
204,0.0,0.0,0.0,0.0,0.570634,0.0,0.920133
205,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,0.619483,0.0,0.611977,0.0,0.0,0.0,0.706094
207,0.0,0.0,0.530554,0.0,0.0,0.0,0.0
208,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,0.0,0.0,0.0,0.803147,0.0,0.78927,0.0
210,0.0,0.0,0.0,0.727385,0.83267,0.0,0.0
211,0.0,0.0,0.0,0.554153,0.0,0.0,0.929094
212,0.5316,0.0,0.0,0.589188,0.0,0.0,0.882899
213,0.90512,0.0,0.0,0.0,0.0,0.803227,0.0
214,0.0,0.0,0.739437,0.0,0.0,0.0,0.926747
215,0.0,0.0,0.548022,0.0,0.0,0.0,0.698001
216,0.0,0.0,0.0,0.0,0.0,0.0,0.521375
217,0.0,0.0,0.0,0.0,0.0,0.695004,0.0
218,0.0,0.0,0.523216,0.0,0.0,0.0,0.0
219,0.0,0.0,0.0,0.562142,0.880796,0.0,0.870533
220,0.0,0.0,0.0,0.658804,0.0,0.0,0.594917
221,0.0,0.0,0.721172,0.0,0.0,0.0,0.0
222,0.0,0.0,0.0,0.0,0.0,0.653461,0.0
223,0.0,0.0,0.586501,0.644548,0.0,0.698414,0.0
224,0.0,0.0,0.0,0.817718,0.0,0.0,0.0
225,0.0,0.0,0.789362,0.0,0.0,0.0,0.0
226,0.0,0.0,0.0,0.0,0.0,0.0,0.787957
227,0.0,0.0,0.554725,0.0,0.0,0.721,0.0
228,0.614616,0.0,0.0,0.625234,0.0,0.0,0.619379
229,0.639493,0.0,0.0,0.0,0.0,0.0,0.0
230,0.571925,0.697693,0.0,0.619051,0.0,0.0,0.548786
231,0.0,0.0,0.0,0.0,0.573885,0.0,0.554056
232,0.0,0.0,0.544405,0.605734,0.0,0.0,0.618551
233,0.0,0.0,0.0,0.0,0.0,0.0,0.0
234,0.0,0.0,0.0,0.656003,0.0,0.0,0.891745
235,0.0,0.0,0.615252,0.0,0.0,0.0,0.675327
236,0.0,0.0,0.97763,0.0,0.0,0.682634,0.0
237,0.504415,0.55489,0.0,0.0,0.0,0.0,0.88456
238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239,0.0,0.0,0.0,0.559305,0.0,0.0,0.0
240,0.0,0.0,0.0,0.0,0.0,0.0,0.0
241,0.598242,0.0,0.568457,0.715928,0.0,0.0,0.664814
242,0.0,0.0,0.543178,0.0,0.0,0.0,0.0
243,0.0,0.0,0.575824,0.0,0.0,0.0,0.0
244,0.0,0.0,0.803834,0.0,0.0,0.0,0.609779
245,0.0,0.0,0.652046,0.0,0.0,0.827345,0.0
246,0.554036,0.541324,0.0,0.504135,0.0,0.0,0.762985
247,0.0,0.0,0.0,0.0,0.0,0.816126,0.0
248,0.0,0.0,0.677926,0.555953,0.0,0.0,0.0
249,0.0,0.0,0.0,0.0,0.0,0.0,0.0
250,0.0,0.0,0.0,0.0,0.0,0.0,0.964671
251,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252,0.0,0.0,0.0,0.614381,0.0,0.0,0.0
253,0.500676,0.0,0.0,0.0,0.0,0.0,0.646434
254,0.0,0.0,0.0,0.0,0.0,0.0,0.628292
255,0.0,0.0,0.0,0.0,0.0,0.0,0.0
256,0.0,0.0,0.0,0.0,0.0,0.0,0.0
257,0.0,0.0,0.552022,0.0,0.0,0.0,0.713957
258,0.0,0.0,0.0,0.0,0.0,0.0,0.0
259,0.710967,0.0,0.0,0.0,0.0,0.0,0.0
260,0.0,0.0,0.814361,0.0,0.0,0.0,0.860129
261,0.0,0.0,0.0,0.0,0.0,0.0,0.0
262,0.0,0.710547,0.0,0.0,0.0,0.0,0.522584
263,0.0,0.0,0.678489,0.0,0.0,0.0,0.915516
264,0.0,0.0,0.790108,0.0,0.0,0.0,0.0
265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
266,0.0,0.0,0.548775,0.0,0.0,0.0,0.926705
267,0.0,0.0,0.0,0.0,0.566245,0.0,0.87324
268,0.55474,0.0,0.0,0.0,0.529684,0.0,0.0
269,0.0,0.0,0.611285,0.0,0.0,0.0,0.956558
270,0.566386,0.560329,0.675325,0.599002,0.0,0.0,0.674817
271,0.0,0.555128,0.0,0.0,0.0,0.0,0.753938
272,0.0,0.0,0.0,0.0,0.0,0.0,0.0
273,0.0,0.0,0.716501,0.0,0.0,0.0,0.619775
274,0.0,0.0,0.819963,0.0,0.0,0.0,0.0
275,0.0,0.0,0.0,0.0,0.0,0.0,0.0
276,0.0,0.0,0.0,0.679828,0.0,0.0,0.942918
277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
278,0.0,0.0,0.0,0.0,0.0,0.0,0.774373
279,0.0,0.0,0.0,0.0,0.0,0.0,0.84639
280,0.0,0.0,0.0,0.0,0.0,0.0,0.0
281,0.0,0.0,0.0,0.65683,0.845905,0.0,0.0
282,0.0,0.0,0.654383,0.594361,0.0,0.0,0.581819
283,0.597057,0.0,0.581152,0.0,0.0,0.0,0.0
284,0.549701,0.0,0.627994,0.561558,0.0,0.0,0.611343
285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
286,0.0,0.587074,0.0,0.54111,0.0,0.0,0.0
287,0.0,0.0,0.0,0.0,0.0,0.0,0.0
288,0.0,0.0,0.541887,0.0,0.0,0.0,0.676734
289,0.0,0.0,0.644418,0.538892,0.0,0.0,0.938035
290,0.0,0.0,0.0,0.0,0.0,0.0,0.0
291,0.0,0.0,0.556227,0.0,0.0,0.0,0.674204
292,0.0,0.0,0.0,0.0,0.0,0.0,0.759276
293,0.0,0.0,0.0,0.0,0.5951,0.795824,0.0
294,0.0,0.0,0.0,0.0,0.0,0.0,0.780521
295,0.0,0.0,0.523249,0.0,0.0,0.0,0.937645
296,0.0,0.0,0.51635,0.0,0.0,0.0,0.655307
297,0.0,0.0,0.691522,0.539697,0.0,0.519207,0.0
298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
299,0.0,0.0,0.0,0.673144,0.0,0.0,0.514859
300,0.787246,0.0,0.0,0.0,0.0,0.0,0.0
301,0.0,0.0,0.513008,0.0,0.0,0.0,0.0
302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
303,0.0,0.0,0.0,0.0,0.0,0.0,0.0
304,0.0,0.0,0.0,0.0,0.537681,0.0,0.0
305,0.0,0.0,0.0,0.0,0.0,0.0,0.861884
306,0.0,0.0,0.0,0.0,0.0,0.0,0.6832
307,0.0,0.0,0.743185,0.0,0.0,0.0,0.0
308,0.0,0.0,0.52954,0.0,0.0,0.0,0.828901
309,0.0,0.0,0.0,0.0,0.0,0.579062,0.0
310,0.0,0.0,0.0,0.0,0.0,0.0,0.980717
311,0.0,0.0,0.0,0.0,0.0,0.0,0.889823
312,0.639234,0.0,0.0,0.0,0.580502,0.0,0.0
313,0.631803,0.0,0.521476,0.0,0.0,0.0,0.0
314,0.0,0.0,0.670402,0.54594,0.530187,0.0,0.785837
315,0.0,0.0,0.0,0.528069,0.0,0.0,0.746094
316,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317,0.0,0.0,0.0,0.766438,0.0,0.0,0.0
318,0.0,0.0,0.518004,0.0,0.0,0.869578,0.0
319,0.0,0.529381,0.0,0.56891,0.0,0.0,0.8585
320,0.0,0.0,0.0,0.686241,0.0,0.0,0.65945
321,0.0,0.0,0.0,0.0,0.0,0.0,0.592721
322,0.0,0.0,0.0,0.559305,0.0,0.0,0.0
323,0.0,0.0,0.901364,0.0,0.0,0.872848,0.0
324,0.0,0.0,0.0,0.0,0.0,0.0,0.0
325,0.0,0.0,0.0,0.0,0.0,0.0,0.820491
326,0.0,0.0,0.51333,0.0,0.0,0.0,0.624242
327,0.0,0.0,0.0,0.0,0.0,0.0,0.0
328,0.0,0.0,0.659583,0.0,0.0,0.0,0.917588
329,0.0,0.0,0.0,0.0,0.0,0.0,0.0
330,0.0,0.0,0.0,0.0,0.0,0.0,0.0
331,0.0,0.0,0.0,0.0,0.0,0.0,0.0
332,0.0,0.0,0.0,0.0,0.0,0.0,0.0
333,0.0,0.0,0.0,0.54986,0.0,0.0,0.0
334,0.0,0.0,0.0,0.0,0.0,0.0,0.665152
335,0.553023,0.0,0.0,0.0,0.0,0.0,0.932191
336,0.0,0.0,0.0,0.0,0.0,0.964748,0.0
337,0.0,0.0,0.581001,0.591062,0.0,0.0,0.0
338,0.0,0.0,0.0,0.0,0.0,0.0,0.0
339,0.0,0.0,0.819963,0.0,0.0,0.0,0.0
340,0.0,0.0,0.0,0.0,0.0,0.0,0.0
341,0.0,0.0,0.0,0.651367,0.0,0.904377,0.0
342,0.0,0.0,0.733356,0.669458,0.0,0.0,0.510405
343,0.0,0.0,0.639948,0.576724,0.0,0.0,0.0
344,0.0,0.0,0.0,0.670403,0.0,0.654003,0.0
345,0.0,0.0,0.0,0.0,0.0,0.0,0.0
346,0.0,0.0,0.0,0.526078,0.0,0.74647,0.0
347,0.0,0.0,0.681222,0.0,0.0,0.0,0.80186
348,0.0,0.0,0.0,0.0,0.0,0.0,0.0
349,0.0,0.0,0.0,0.511914,0.0,0.0,0.0
350,0.0,0.0,0.0,0.695448,0.0,0.0,0.0
351,0.0,0.0,0.730142,0.0,0.0,0.947102,0.0
352,0.0,0.0,0.58875,0.593784,0.0,0.0,0.630964
353,0.0,0.0,0.680428,0.0,0.0,0.629156,0.0
354,0.0,0.525698,0.0,0.0,0.0,0.0,0.593613
355,0.0,0.0,0.0,0.633188,0.51803,0.0,0.599461
356,0.0,0.0,0.0,0.0,0.0,0.0,0.729716
357,0.0,0.0,0.518772,0.0,0.0,0.0,0.0
358,0.0,0.0,0.898103,0.0,0.0,0.0,0.0
359,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360,0.0,0.0,0.0,0.0,0.0,0.0,0.0
361,0.0,0.0,0.0,0.0,0.0,0.0,0.0
362,0.0,0.0,0.0,0.0,0.0,0.0,0.834114
363,0.0,0.0,0.645662,0.0,0.0,0.0,0.677314
364,0.0,0.0,0.0,0.0,0.606715,0.0,0.0
365,0.0,0.0,0.0,0.0,0.0,0.0,0.758876
366,0.0,0.0,0.0,0.0,0.0,0.0,0.946604
367,0.0,0.0,0.0,0.0,0.0,0.0,0.0
368,0.0,0.0,0.0,0.0,0.0,0.56153,0.0
369,0.0,0.0,0.0,0.0,0.0,0.0,0.726707
370,0.0,0.679452,0.699664,0.0,0.0,0.0,0.787305
371,0.0,0.0,0.686885,0.0,0.0,0.0,0.912774
372,0.0,0.0,0.880435,0.0,0.0,0.0,0.0
373,0.0,0.0,0.0,0.619664,0.0,0.0,0.910802
374,0.0,0.0,0.0,0.0,0.0,0.0,0.0
375,0.0,0.0,0.831329,0.0,0.565027,0.0,0.802335
376,0.0,0.0,0.0,0.677503,0.0,0.0,0.633525
377,0.0,0.551544,0.0,0.512595,0.622952,0.883574,0.0
378,0.0,0.0,0.0,0.0,0.0,0.0,0.723823
379,0.0,0.0,0.0,0.0,0.0,0.0,0.980717
380,0.0,0.0,0.0,0.0,0.0,0.0,0.624606
381,0.0,0.0,0.0,0.70105,0.0,0.0,0.889342
382,0.0,0.0,0.651591,0.514512,0.0,0.0,0.759276
383,0.0,0.0,0.0,0.728093,0.0,0.0,0.900473
384,0.0,0.0,0.0,0.0,0.0,0.0,0.0
385,0.600046,0.717397,0.0,0.630463,0.0,0.0,0.705506
386,0.0,0.0,0.788819,0.0,0.0,0.0,0.0
387,0.55474,0.0,0.0,0.0,0.529684,0.0,0.0
388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
389,0.0,0.0,0.0,0.0,0.0,0.691449,0.0
390,0.0,0.0,0.0,0.0,0.0,0.0,0.0
391,0.0,0.0,0.0,0.0,0.0,0.0,0.570503
392,0.0,0.0,0.0,0.7178,0.0,0.0,0.773139
393,0.725245,0.0,0.0,0.0,0.0,0.0,0.0
394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
395,0.588118,0.604318,0.0,0.706203,0.0,0.0,0.676888
396,0.0,0.0,0.0,0.0,0.0,0.0,0.980717
397,0.0,0.0,0.663655,0.0,0.0,0.0,0.757291
398,0.0,0.0,0.614105,0.0,0.0,0.890603,0.0
399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400,0.0,0.673079,0.624373,0.0,0.0,0.0,0.0
401,0.0,0.0,0.0,0.867696,0.0,0.674519,0.0
402,0.0,0.0,0.593983,0.0,0.0,0.0,0.946019
403,0.0,0.0,0.0,0.59471,0.646509,0.0,0.695059
404,0.0,0.0,0.0,0.0,0.0,0.0,0.731515
405,0.0,0.0,0.0,0.681818,0.828585,0.0,0.0
406,0.692797,0.0,0.0,0.0,0.0,0.0,0.0
407,0.0,0.0,0.0,0.0,0.0,0.56153,0.0
408,0.531,0.0,0.0,0.618678,0.0,0.0,0.741305
409,0.0,0.0,0.0,0.0,0.0,0.0,0.824288
410,0.0,0.0,0.0,0.637811,0.0,0.898024,0.0
411,0.0,0.0,0.0,0.0,0.0,0.0,0.624606
412,0.0,0.0,0.0,0.52982,0.0,0.0,0.0
413,0.0,0.0,0.0,0.0,0.0,0.0,0.85389
414,0.0,0.0,0.0,0.0,0.0,0.0,0.0
415,0.5739,0.0,0.0,0.519121,0.0,0.0,0.686806
416,0.0,0.0,0.613988,0.0,0.0,0.0,0.0
417,0.0,0.0,0.0,0.695448,0.0,0.0,0.0
418,0.0,0.0,0.0,0.545432,0.0,0.0,0.0
419,0.0,0.0,0.0,0.508259,0.0,0.0,0.683239
420,0.0,0.0,0.0,0.0,0.0,0.0,0.0
421,0.0,0.0,0.0,0.0,0.0,0.0,0.0
422,0.0,0.522622,0.571074,0.0,0.0,0.0,0.0
423,0.0,0.0,0.0,0.0,0.0,0.0,0.946604
424,0.0,0.0,0.653118,0.576994,0.0,0.0,0.0
425,0.0,0.0,0.649202,0.0,0.0,0.0,0.615225
426,0.0,0.0,0.706048,0.0,0.0,0.0,0.0
427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
428,0.0,0.0,0.0,0.675997,0.0,0.509802,0.0
429,0.7216,0.0,0.0,0.630985,0.0,0.0,0.547409
430,0.0,0.0,0.0,0.0,0.0,0.0,0.0
431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
432,0.0,0.539036,0.640906,0.0,0.0,0.0,0.771255
433,0.0,0.0,0.0,0.0,0.0,0.0,0.0
434,0.0,0.0,0.604715,0.597704,0.0,0.0,0.0
435,0.0,0.0,0.0,0.500464,0.0,0.0,0.852344
436,0.0,0.0,0.0,0.0,0.0,0.0,0.753244
437,0.608181,0.0,0.0,0.0,0.0,0.0,0.0
438,0.0,0.0,0.0,0.623607,0.0,0.0,0.0
439,0.674804,0.0,0.0,0.0,0.0,0.0,0.625068
440,0.0,0.0,0.0,0.0,0.0,0.766185,0.0
441,0.0,0.0,0.0,0.701791,0.0,0.0,0.929247
442,0.0,0.0,0.0,0.0,0.0,0.0,0.654039
